id,title,category,tag,keywords,audio_url,description,published
yui_bs_last_spear,ブォン,戦闘・アクション,RPGゲーム向け,"槍,攻撃",assets/sounds/yui_bs_last_spear.mp3,攻撃,TRUE
yui_bs_last_tornado,竜巻,"自然・環境,生活・日常,ホラー演出","RPGゲーム向け,ホラー・演出向け,生活・日常","竜巻,風",assets/sounds/yui_bs_last_tornado.mp3,自然音,TRUE
yui_bs_last_voltage,ビリビリ,戦闘・アクション,RPGゲーム向け,"電撃,ビリビリ,攻撃",assets/sounds/yui_bs_last_voltage.mp3,攻撃,TRUE
yui_bs_light_appearance,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃",assets/sounds/yui_bs_light_appearance.mp3,魔法,TRUE
yui_bs_light_chain_attack,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃",assets/sounds/yui_bs_light_chain_attack.mp3,魔法,TRUE
yui_bs_light_cylinder,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃",assets/sounds/yui_bs_light_cylinder.mp3,魔法,TRUE
yui_bs_light_dive,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃",assets/sounds/yui_bs_light_dive.mp3,魔法,TRUE
yui_bs_light_explosion,爆発,戦闘・アクション,"RPGゲーム向け,シューティングゲーム向け,爆発,小爆発","爆発,小爆発",assets/sounds/yui_bs_light_explosion.mp3,爆発,TRUE
yui_bs_light_eye_beam,レーザー,戦闘・アクション,"シューティングゲーム向け,弱攻撃","レーザー,攻撃",assets/sounds/yui_bs_light_eye_beam.mp3,攻撃,TRUE
yui_bs_light_impact_effect,シュッ,UI・操作,"エフェクト,解説動画向け","移動,変更",assets/sounds/yui_bs_light_impact_effect.mp3,変更操作,TRUE
yui_bs_light_impact_position,ペン,UI・操作,"エフェクト,解説動画向け","移動,変更",assets/sounds/yui_bs_light_impact_position.mp3,変更操作,TRUE
yui_bs_light_move,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃",assets/sounds/yui_bs_light_move.mp3,魔法,TRUE
yui_bs_soil_big_hammer,大爆発,戦闘・アクション,"RPGゲーム向け,シューティングゲーム向け,爆発,大爆発","爆発,大爆発,金属",assets/sounds/yui_bs_soil_big_hammer.mp3,爆発,TRUE
yui_bs_soil_chain,チェーン,"生活・日常,乗り物・機械","生活・日常向け,鎖","チェーン,鎖,鉄,金属",assets/sounds/yui_bs_soil_chain.mp3,チェーン,TRUE
yui_bs_soil_elem_spawn,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃",assets/sounds/yui_bs_soil_elem_spawn.mp3,魔法,TRUE
yui_bs_soil_hammer,爆発,戦闘・アクション,"RPGゲーム向け,シューティングゲーム向け,爆発,大爆発","爆発,大爆発,金属",assets/sounds/yui_bs_soil_hammer.mp3,爆発,TRUE
yui_bs_soil_ofuda,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃,回転",assets/sounds/yui_bs_soil_ofuda.mp3,魔法,TRUE
yui_bs_soil_protect,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃",assets/sounds/yui_bs_soil_protect.mp3,魔法,TRUE
yui_bs_soil_protect_break,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃,ガラス,割れる",assets/sounds/yui_bs_soil_protect_break.mp3,魔法,TRUE
yui_bs_soil_protect_start,ゲージアップ,"UI・操作,その他","戦闘・アクション,シューティングゲーム向け","操作,変更,エフェクト,ゲージアップ",assets/sounds/yui_bs_soil_protect_start.mp3,変更操作,TRUE
yui_bs_soil_rolling,チェーン振り回し,戦闘・アクション,RPGゲーム向け,"鎖,振り回し,回転",assets/sounds/yui_bs_soil_rolling.mp3,攻撃,TRUE
yui_bs_wind_big_twister,大竜巻,"自然・環境,生活・日常,ホラー演出","RPGゲーム向け,ホラー・演出向け,生活・日常向け","竜巻,風",assets/sounds/yui_bs_wind_big_twister.mp3,自然音,TRUE
yui_bs_wind_burst,爆発,戦闘・アクション,"RPGゲーム向け,シューティングゲーム向け,爆発,小爆発","爆発,小爆発,風",assets/sounds/yui_bs_wind_burst.mp3,爆発,TRUE
yui_bs_wind_cloth_atack,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃,布",assets/sounds/yui_bs_wind_cloth_atack.mp3,魔法,TRUE
yui_bs_wind_cloth_charge,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃,ループ",assets/sounds/yui_bs_wind_cloth_charge.mp3,魔法,TRUE
yui_bs_wind_cloth_roll,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃,ループ",assets/sounds/yui_bs_wind_cloth_roll.mp3,魔法,TRUE
yui_bs_wind_crossatack,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃",assets/sounds/yui_bs_wind_crossatack.mp3,魔法,TRUE
yui_bs_wind_paku_spawn,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,癒やし,ヒーリング",assets/sounds/yui_bs_wind_paku_spawn.mp3,魔法,TRUE
yui_bs_wind_protect,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃,ループ",assets/sounds/yui_bs_wind_protect.mp3,魔法,TRUE
yui_bs_wind_twister,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃,風,回転",assets/sounds/yui_bs_wind_twister.mp3,魔法,TRUE
yui_en_attack,ビシッ,戦闘・アクション,RPGゲーム向け,"パンチ,攻撃",assets/sounds/yui_en_attack.mp3,攻撃,TRUE
yui_en_crush_pt01,ダメージ,戦闘・アクション,RPGゲーム向け,"ダメージ,やられ",assets/sounds/yui_en_crush_pt01.mp3,ダメージ,TRUE
yui_en_crush_pt02,ダメージ,戦闘・アクション,RPGゲーム向け,"ダメージ,やられ",assets/sounds/yui_en_crush_pt02.mp3,ダメージ,TRUE
yui_en_crush_pt03,ダメージ,戦闘・アクション,RPGゲーム向け,"ダメージ,やられ",assets/sounds/yui_en_crush_pt03.mp3,ダメージ,TRUE
yui_en_crush_pt04,ダメージ,戦闘・アクション,RPGゲーム向け,"ダメージ,やられ",assets/sounds/yui_en_crush_pt04.mp3,ダメージ,TRUE
yui_en_damage,ダメージ,戦闘・アクション,RPGゲーム向け,"ダメージ,やられ",assets/sounds/yui_en_damage.mp3,ダメージ,TRUE
yui_en_elem_attack,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃",assets/sounds/yui_en_elem_attack.mp3,魔法,TRUE
yui_en_explosion,爆発,戦闘・アクション,"RPGゲーム向け,シューティングゲーム向け,爆発,小爆発","爆発,小爆発",assets/sounds/yui_en_explosion.mp3,爆発,TRUE
yui_en_flaping,バサッ,"自然・環境,生活・日常,ホラー演出","RPGゲーム向け,ホラー・演出向け,生活・日常","布,羽,鳥",assets/sounds/yui_en_flaping.mp3,羽音,TRUE
yui_en_rivival,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃",assets/sounds/yui_en_rivival.mp3,魔法,TRUE
yui_en_slasher_roll,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃,風,回転",assets/sounds/yui_en_slasher_roll.mp3,魔法,TRUE
yui_en_water_in,ザブン,自然・環境,"RPGゲーム向け,自然音","潜る,水",assets/sounds/yui_en_water_in.mp3,自然音,TRUE
yui_en_water_out,ザバーッ,自然・環境,"RPGゲーム向け,自然音","浮上,水",assets/sounds/yui_en_water_out.mp3,自然音,TRUE
yui_en_winddragon_roll,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃,風,回転",assets/sounds/yui_en_winddragon_roll.mp3,魔法,TRUE
yui_mn_altar,短いジングル,UI・操作,解説動画向け,ジングル,assets/sounds/yui_mn_altar.mp3,短いジングル,TRUE
yui_mn_altar_pt01,短いジングル,UI・操作,解説動画向け,ジングル,assets/sounds/yui_mn_altar_pt01.mp3,短いジングル,TRUE
yui_mn_altar_pt02,短いジングル,UI・操作,解説動画向け,ジングル,assets/sounds/yui_mn_altar_pt02.mp3,短いジングル,TRUE
yui_mn_altar_pt03,短いジングル,UI・操作,解説動画向け,ジングル,assets/sounds/yui_mn_altar_pt03.mp3,短いジングル,TRUE
yui_mn_altar_pt04,短いジングル,UI・操作,解説動画向け,ジングル,assets/sounds/yui_mn_altar_pt04.mp3,短いジングル,TRUE
yui_mn_altar_pt05,短いジングル,UI・操作,解説動画向け,ジングル,assets/sounds/yui_mn_altar_pt05.mp3,短いジングル,TRUE
yui_mn_correct,ピ,UI・操作,解説動画向け,"移動,変更",assets/sounds/yui_mn_correct.mp3,変更操作,TRUE
yui_mn_door_dial,ゴゴ,UI・操作,解説動画向け,"移動,変更,岩,石",assets/sounds/yui_mn_door_dial.mp3,変更操作,TRUE
yui_mn_door_open,短いジングル,UI・操作,解説動画向け,ジングル,assets/sounds/yui_mn_door_open.mp3,短いジングル,TRUE
yui_mn_door_open_sucess,ボガーン,戦闘・アクション,"RPGゲーム向け,シューティングゲーム向け,爆発,小爆発","爆発,小爆発",assets/sounds/yui_mn_door_open_sucess.mp3,爆発,TRUE
yui_mn_door_open_sucess_pt02,ブン,戦闘・アクション,"RPGゲーム向け,シューティングゲーム向け,爆発,小爆発,チップチューン","爆発,小爆発,チップチューン",assets/sounds/yui_mn_door_open_sucess_pt02.mp3,爆発,TRUE
yui_mn_door_open_sucess_pt03,ボン,戦闘・アクション,"RPGゲーム向け,シューティングゲーム向け,爆発,小爆発,チップチューン","爆発,小爆発,チップチューン",assets/sounds/yui_mn_door_open_sucess_pt03.mp3,爆発,TRUE
yui_mn_door_slot,コッ,UI・操作,解説動画向け,"移動,変更",assets/sounds/yui_mn_door_slot.mp3,変更操作,TRUE
yui_mn_door_useitem,短いジングル,UI・操作,解説動画向け,ジングル,assets/sounds/yui_mn_door_useitem.mp3,短いジングル,TRUE
yui_mn_door_window,シュッ,UI・操作,解説動画向け,"移動,変更",assets/sounds/yui_mn_door_window.mp3,変更操作,TRUE
yui_mn_incorrect,ベボッ,UI・操作,"解説動画向け,否定的","否定的,変更",assets/sounds/yui_mn_incorrect.mp3,変更操作,TRUE
yui_mn_inventory_cur,ピ,UI・操作,解説動画向け,"移動,変更",assets/sounds/yui_mn_inventory_cur.mp3,変更操作,TRUE
yui_mn_portal_execution,魔法発動,"魔法・ファンタジー,ホラー・演出","RPGゲーム向け,ホラー・演出向け,その他","魔法,発動,攻撃",assets/sounds/yui_mn_portal_execution.mp3,魔法,TRUE
yui_mn_present_get,短いジングル,UI・操作,解説動画向け,ジングル,assets/sounds/yui_mn_present_get.mp3,短いジングル,TRUE
yui_mn_stairs,タゥタッタッタッ,"自然・環境,生活・日常,ホラー演出","RPGゲーム向け,ホラー・演出向け,生活・日常",足音,assets/sounds/yui_mn_stairs.mp3,足音,TRUE
yui_pl_attack_far,シャキーン,戦闘・アクション,"RPGゲーム向け,乗り物・機械","金属,刀,ソード",assets/sounds/yui_pl_attack_far.mp3,ソード,TRUE
yui_pl_attack_near,ジャキン,戦闘・アクション,"RPGゲーム向け,乗り物・機械","金属,刀,ソード",assets/sounds/yui_pl_attack_near.mp3,ソード,TRUE
yui_pl_attack_nearfar,ズウィン,戦闘・アクション,"RPGゲーム向け,乗り物・機械","金属,刀,ソード",assets/sounds/yui_pl_attack_nearfar.mp3,ソード,TRUE
yui_pl_attack_scroll,ボガーン,戦闘・アクション,"RPGゲーム向け,シューティングゲーム向け,爆発,小爆発","爆発,小爆発",assets/sounds/yui_pl_attack_scroll.mp3,爆発,TRUE
yui_pl_avoid,シュッ,戦闘・アクション,"RPGゲーム向け,その他","避ける,回避",assets/sounds/yui_pl_avoid.mp3,回避,TRUE
yui_pl_avoid_pt01,ピラリ,戦闘・アクション,"RPGゲーム向け,その他,チップチューン","避ける,回避,チップチューン",assets/sounds/yui_pl_avoid_pt01.mp3,回避,TRUE
yui_pl_avoid_pt02,ビラり,戦闘・アクション,"RPGゲーム向け,その他,チップチューン","避ける,回避,チップチューン",assets/sounds/yui_pl_avoid_pt02.mp3,回避,TRUE
yui_pl_avoid_pt03,パラリラ,戦闘・アクション,"RPGゲーム向け,その他,チップチューン","避ける,回避,チップチューン",assets/sounds/yui_pl_avoid_pt03.mp3,回避,TRUE
yui_pl_avoid_pt05,フォウ,戦闘・アクション,"RPGゲーム向け,その他","避ける,回避",assets/sounds/yui_pl_avoid_pt05.mp3,回避,TRUE
yui_pl_avoid_pt06,フン,戦闘・アクション,"RPGゲーム向け,その他","避ける,回避",assets/sounds/yui_pl_avoid_pt06.mp3,回避,TRUE
yui_pl_avoid_pt07,フィチャ,戦闘・アクション,"RPGゲーム向け,その他","避ける,回避",assets/sounds/yui_pl_avoid_pt07.mp3,回避,TRUE
yui_pl_damage,バシッ,戦闘・アクション,"RPGゲーム向け,ダメージ","ダメージ,やられ",assets/sounds/yui_pl_damage.mp3,ダメージ,TRUE
yui_pl_found_hpcircle,短いジングル,UI・操作,解説動画向け,ジングル,assets/sounds/yui_pl_found_hpcircle.mp3,短いジングル,TRUE
yui_pl_found_magiccircle,短いジングル,UI・操作,解説動画向け,ジングル,assets/sounds/yui_pl_found_magiccircle.mp3,短いジングル,TRUE
yui_pl_gameover,ジングル,UI・操作,"シューティングゲーム向け,RPGゲーム向け,ホラー・演出向け,否定的","ゲームオーバー,ジングル",assets/sounds/yui_pl_gameover.mp3,ゲームオーバー,TRUE
yui_pl_hit_root,大爆発,戦闘・アクション,"RPGゲーム向け,シューティングゲーム向け,爆発,大爆発","爆発,大爆発",assets/sounds/yui_pl_hit_root.mp3,爆発,TRUE
yui_pl_item_get,ピラン（余韻）,UI・操作,"エフェクト,解説動画向け","移動,変更",assets/sounds/yui_pl_item_get.mp3,変更操作,TRUE
yui_pl_maxhp_scroll,ブリュリュ～,UI・操作,"エフェクト,解説動画向け","移動,変更,エネルギー回復",assets/sounds/yui_pl_maxhp_scroll.mp3,変更操作,TRUE
yui_pl_miss,ファッ,戦闘・アクション,"RPGゲーム向け,その他","避ける,回避",assets/sounds/yui_pl_miss.mp3,回避,TRUE
yui_pl_point_up_scroll,短いジングル,UI・操作,解説動画向け,ジングル,assets/sounds/yui_pl_point_up_scroll.mp3,短いジングル,TRUE
yui_pl_point_up_scroll_pt01,ブワ～ン,UI・操作,"エフェクト,解説動画向け","移動,変更,エネルギー回復",assets/sounds/yui_pl_point_up_scroll_pt01.mp3,変更操作,TRUE
yui_pl_point_up_scroll_pt03,ブワ～ン,UI・操作,"エフェクト,解説動画向け","移動,変更,エネルギー回復",assets/sounds/yui_pl_point_up_scroll_pt03.mp3,変更操作,TRUE
yui_pl_poison_pt01,ブクブク,UI・操作,"RPGゲーム向け,自然・環境,ダメージ","毒,沈む,溺れる",assets/sounds/yui_pl_poison_pt01.mp3,自然音,TRUE
yui_pl_poison_pt02,ブクブク,UI・操作,"RPGゲーム向け,自然・環境,ダメージ","毒,沈む,溺れる",assets/sounds/yui_pl_poison_pt02.mp3,自然音,TRUE
yui_pl_poison_pt03,ブクブク,UI・操作,"RPGゲーム向け,自然・環境,ダメージ","毒,沈む,溺れる",assets/sounds/yui_pl_poison_pt03.mp3,自然音,TRUE
yui_pl_portal_effect,サーッ,魔法・ファンタジー,"シューティングゲーム向け,RPGゲーム向け,溜め","魔法,発動,溜め",assets/sounds/yui_pl_portal_effect.mp3,魔法,TRUE
yui_pl_potion,ピロリン,UI・操作,"エフェクト,解説動画向け","移動,変更",assets/sounds/yui_pl_potion.mp3,変更操作,TRUE
yui_pl_punch,バシッ,戦闘・アクション,"RPGゲーム向け,ダメージ","パンチ,攻撃",assets/sounds/yui_pl_punch.mp3,攻撃,TRUE
yui_pl_sensing_pt01,ピリッ,UI・操作,解説動画向け,"移動,変更",assets/sounds/yui_pl_sensing_pt01.mp3,変更操作,TRUE
yui_pl_sensing_pt02,プワッ,UI・操作,解説動画向け,"移動,変更",assets/sounds/yui_pl_sensing_pt02.mp3,変更操作,TRUE
yui_pl_sensing_pt03,ドリュッ,UI・操作,解説動画向け,"移動,変更",assets/sounds/yui_pl_sensing_pt03.mp3,変更操作,TRUE
yui_pl_trap_blackout,短いジングル,UI・操作,"シューティングゲーム向け,RPGゲーム向け,ホラー・演出向け,否定的","ゲームオーバー,ジングル",assets/sounds/yui_pl_trap_blackout.mp3,短いジングル,TRUE
yui_pl_trap_confuse,短いジングル,UI・操作,"シューティングゲーム向け,RPGゲーム向け,ホラー・演出向け,否定的","混沌,狂う,ジングル",assets/sounds/yui_pl_trap_confuse.mp3,短いジングル,TRUE
yui_pl_trap_fire,ズバーッ,戦闘・アクション,"RPGゲーム向け,ダメージ,攻撃","炎,攻撃",assets/sounds/yui_pl_trap_fire.mp3,攻撃,TRUE
yui_pl_trap_sleep,短いジングル,UI・操作,"RPGゲーム向け,ダメージ,眠る","短いジングル,眠る",assets/sounds/yui_pl_trap_sleep.mp3,短いジングル,TRUE
yui_pl_trap_soil,ビチャチャ,自然・環境,"生活・日常向け,泥,足音","足音,土,泥",assets/sounds/yui_pl_trap_soil.mp3,足音,TRUE
yui_pl_trap_wind,ビュウ,自然・環境,"RPGゲーム向け,自然音",風,assets/sounds/yui_pl_trap_wind.mp3,"し魔法,発動,攻撃,風,回転",TRUE
